condition,outcome,train_mse,n_fit_rows,raw_mean,calibrated_mean
control,trust_multidimensional,0.243397161492565,1921,78.1513968419226,78.1513968419226
control,trust_post,0.238931080578977,1921,75.47319104633,75.47319104633
control,distrust_post,0.253720768897347,1921,24.2972410203019,24.2972410203019
control,funding_perceptions,0.67350314892841,1921,42.2129099427382,42.2129099427382
control,policy_role_mean,0.140371360608477,1921,76.0652004164498,76.0652004164498
control,inst_trust_mean,0.192433974683211,1921,69.380218636127,69.380218636127
control,belief_post,0.324420757248732,1921,88.3982300884956,88.3982300884956
control,concern_mean,0.146685367972502,1921,72.815720978657,72.815720978657
control,policy_general,0.0968296943371399,1921,75.365434669443,75.365434669443
control,policy_specific_mean,0.111452550137056,1921,72.1967725143155,72.1967725143155
control,behavior_mean,0.279704248486896,1921,40.6378795766094,40.6378795766094
control,donation_ams,0.642150935645143,1921,2.62623633524206,2.62623633524206
control,newsletter_signup,0.0165146020286657,1921,0.017178552837064,0.017178552837064
Corporate reliance,trust_multidimensional,0.274759235132338,1921,79.4588755856325,79.4588755856325
Corporate reliance,trust_post,0.322646287301938,1921,79.5330557001562,79.5330557001562
Corporate reliance,distrust_post,0.323070869338462,1921,21.7173347214992,21.7173347214992
Corporate reliance,funding_perceptions,0.605822356020883,1921,41.7433628318584,41.7433628318584
Corporate reliance,policy_role_mean,0.147607340888557,1921,76.006376887038,76.006376887038
Corporate reliance,inst_trust_mean,0.195747971246731,1921,70.1834461218116,70.1834461218116
Corporate reliance,belief_post,0.320669356471763,1921,89.4976574700677,89.4976574700677
Corporate reliance,concern_mean,0.147172771041084,1921,73.8643067846608,73.8643067846608
Corporate reliance,policy_general,0.0941086869688255,1921,75.8880791254555,75.8880791254555
Corporate reliance,policy_specific_mean,0.11063820181048,1921,72.49907042463,72.49907042463
Corporate reliance,behavior_mean,0.305550235223923,1921,41.2092313031407,41.2092313031407
Corporate reliance,donation_ams,0.642993898775614,1921,2.7917751171265,2.7917751171265
Corporate reliance,newsletter_signup,0.0164638171808615,1921,0.017178552837064,0.017178552837064
Social justice,trust_multidimensional,0.256028974578025,1921,78.5904476834982,78.5904476834982
Social justice,trust_post,0.263947877522676,1921,78.2373763664758,78.2373763664758
Social justice,distrust_post,0.292104617581705,1921,22.25507548152,22.25507548152
Social justice,funding_perceptions,0.602073652830153,1921,41.0754815200416,41.0754815200416
Social justice,policy_role_mean,0.138104850142563,1921,77.2010671525247,77.2010671525247
Social justice,inst_trust_mean,0.203038208385656,1921,69.9206663196252,69.9206663196252
Social justice,belief_post,0.332576386677613,1921,89.4206142634045,89.4206142634045
Social justice,concern_mean,0.147855073396458,1921,74.3841749089016,74.3841749089016
Social justice,policy_general,0.0988523200081242,1921,76.8110359187923,76.8110359187923
Social justice,policy_specific_mean,0.106865228702512,1921,73.6686249721127,73.6686249721127
Social justice,behavior_mean,0.281470292293826,1921,41.9754121117474,41.9754121117474
Social justice,donation_ams,0.632748026517389,1921,2.75845913586674,2.75845913586673
Social justice,newsletter_signup,0.0106213122915621,1921,0.0109318063508589,0.0109318063508589
Interview Prof. Maraun,trust_multidimensional,0.294375846454172,1921,81.1022037133437,81.1022037133438
Interview Prof. Maraun,trust_post,0.289873433814165,1921,77.9120249869859,77.9120249869859
Interview Prof. Maraun,distrust_post,0.290256349465715,1921,22.3820926600729,22.3820926600729
Interview Prof. Maraun,funding_perceptions,0.633687131583106,1921,41.6418532014576,41.6418532014576
Interview Prof. Maraun,policy_role_mean,0.156543463100643,1921,75.71811556481,75.71811556481
Interview Prof. Maraun,inst_trust_mean,0.204611671888298,1921,70.6418532014576,70.6418532014576
Interview Prof. Maraun,belief_post,0.321912503390876,1921,89.2925559604373,89.2925559604373
Interview Prof. Maraun,concern_mean,0.157957328406906,1921,73.5295852854416,73.5295852854416
Interview Prof. Maraun,policy_general,0.0954782298239097,1921,75.6184279021343,75.6184279021343
Interview Prof. Maraun,policy_specific_mean,0.120533966928531,1921,72.7030564438165,72.7030564438165
Interview Prof. Maraun,behavior_mean,0.308480711900472,1921,41.4607496095784,41.4607496095783
Interview Prof. Maraun,donation_ams,0.659468394466182,1921,2.78813118167621,2.78813118167621
Interview Prof. Maraun,newsletter_signup,0.0156089480490833,1921,0.0161374284226965,0.0161374284226965
Funding,trust_multidimensional,0.253428955570342,1921,77.3779715425993,77.3779715425993
Funding,trust_post,0.22523320676225,1921,74.3695991671005,74.3695991671005
Funding,distrust_post,0.250306886792737,1921,25.9078604893285,25.9078604893285
Funding,funding_perceptions,0.865396491189933,1921,49.339927121291,49.339927121291
Funding,policy_role_mean,0.152377061917336,1921,74.4636907860489,74.4636907860489
Funding,inst_trust_mean,0.213174451293171,1921,68.1309734513274,68.1309734513274
Funding,belief_post,0.293255056828131,1921,88.7204580947423,88.7204580947423
Funding,concern_mean,0.142753730627622,1921,72.239805656776,72.239805656776
Funding,policy_general,0.091109212883328,1921,74.065070275898,74.065070275898
Funding,policy_specific_mean,0.113901656300572,1921,71.7477504276047,71.7477504276047
Funding,behavior_mean,0.30126410779456,1921,39.9838105153566,39.9838105153566
Funding,donation_ams,0.630579853060918,1921,2.71264966163457,2.71264966163457
Funding,newsletter_signup,0.0121631530590087,1921,0.0124934929724102,0.0124934929724102
Oil industry misinformation,trust_multidimensional,0.303187567462226,1921,81.7745098039216,81.7745098039216
Oil industry misinformation,trust_post,0.34638002569152,1921,83.0879750130141,83.0879750130141
Oil industry misinformation,distrust_post,0.358722984079627,1921,18.4586153045289,18.4586153045289
Oil industry misinformation,funding_perceptions,0.58706506743186,1921,41.1520041644977,41.1520041644976
Oil industry misinformation,policy_role_mean,0.150843665192287,1921,77.9152785007808,77.9152785007808
Oil industry misinformation,inst_trust_mean,0.204169504839247,1921,72.1355543987506,72.1355543987507
Oil industry misinformation,belief_post,0.337310752529671,1921,90.4919312857887,90.4919312857887
Oil industry misinformation,concern_mean,0.152318502997265,1921,74.9069928856498,74.9069928856498
Oil industry misinformation,policy_general,0.0988070408332776,1921,77.422175950026,77.422175950026
Oil industry misinformation,policy_specific_mean,0.105830706057312,1921,73.9324756451253,73.9324756451253
Oil industry misinformation,behavior_mean,0.30439855687033,1921,42.025993406212,42.025993406212
Oil industry misinformation,donation_ams,0.680252172655057,1921,2.92712129099427,2.92712129099427
Oil industry misinformation,newsletter_signup,0.0131563579381859,1921,0.0135346173867777,0.0135346173867777
Measurement & modeling (1),trust_multidimensional,0.246024076853791,1921,79.1170831164324,79.1170831164324
Measurement & modeling (1),trust_post,0.256559929785504,1921,76.7964601769911,76.7964601769911
Measurement & modeling (1),distrust_post,0.269518873597514,1921,23.1561686621551,23.1561686621551
Measurement & modeling (1),funding_perceptions,0.62004909772788,1921,41.2935970848516,41.2935970848516
Measurement & modeling (1),policy_role_mean,0.13841355387858,1921,76.5862831858407,76.5862831858407
Measurement & modeling (1),inst_trust_mean,0.194839417706329,1921,70.0749609578345,70.0749609578345
Measurement & modeling (1),belief_post,0.318485482108086,1921,89.1025507548152,89.1025507548152
Measurement & modeling (1),concern_mean,0.143016724287298,1921,73.316328301232,73.316328301232
Measurement & modeling (1),policy_general,0.0952953311822137,1921,75.8370640291515,75.8370640291515
Measurement & modeling (1),policy_specific_mean,0.116414439522726,1921,72.6561314791403,72.6561314791403
Measurement & modeling (1),behavior_mean,0.307209459780217,1921,41.1028630921395,41.1028630921395
Measurement & modeling (1),donation_ams,0.635855377790983,1921,2.7084851639771,2.7084851639771
Measurement & modeling (1),newsletter_signup,0.0185213235604602,1921,0.0192608016657991,0.019260801665799
Former skeptics,trust_multidimensional,0.309829057916538,1921,78.6100555266354,78.6100555266354
Former skeptics,trust_post,0.335486818194165,1921,78.8547631441957,78.8547631441957
Former skeptics,distrust_post,0.321530543743235,1921,21.994273815721,21.994273815721
Former skeptics,funding_perceptions,0.584583152606713,1921,42.6595523165018,42.6595523165018
Former skeptics,policy_role_mean,0.180047997915556,1921,76.1309213951067,76.1309213951067
Former skeptics,inst_trust_mean,0.233872687612941,1921,70.604060385216,70.604060385216
Former skeptics,belief_post,0.321681839653924,1921,89.5106715252473,89.5106715252473
Former skeptics,concern_mean,0.1729365111051,1921,74.0714905431199,74.0714905431199
Former skeptics,policy_general,0.120182464475661,1921,76.8427902134305,76.8427902134305
Former skeptics,policy_specific_mean,0.135069071251915,1921,72.5616866215513,72.5616866215513
Former skeptics,behavior_mean,0.34048147934922,1921,40.9191393371508,40.9191393371508
Former skeptics,donation_ams,0.684863948198039,1921,2.92712129099427,2.92712129099427
Former skeptics,newsletter_signup,0.0146290051338936,1921,0.015096304008329,0.015096304008329
High public trust,trust_multidimensional,0.258374261966143,1921,79.6355196946035,79.6355196946035
High public trust,trust_post,0.268703291125391,1921,76.9812597605414,76.9812597605414
High public trust,distrust_post,0.300685255161002,1921,22.4705882352941,22.4705882352941
High public trust,funding_perceptions,0.715668949149149,1921,42.1119208745445,42.1119208745445
High public trust,policy_role_mean,0.153668259851051,1921,76.8291254554919,76.8291254554919
High public trust,inst_trust_mean,0.235014538619868,1921,69.616449765747,69.616449765747
High public trust,belief_post,0.34610349832368,1921,89.167100468506,89.167100468506
High public trust,concern_mean,0.159108874773103,1921,73.3961478396668,73.3961478396668
High public trust,policy_general,0.100643256607299,1921,76.0265486725664,76.0265486725664
High public trust,policy_specific_mean,0.114567616310988,1921,72.7203093626831,72.7203093626831
High public trust,behavior_mean,0.310042524436088,1921,40.5482821447163,40.5482821447163
High public trust,donation_ams,0.635879251866903,1921,2.80791254554919,2.80791254554919
High public trust,newsletter_signup,0.0125809131143617,1921,0.013014055179594,0.013014055179594
Measurement & modeling (2),trust_multidimensional,0.256165939599948,1921,79.2401960784314,79.2401960784314
Measurement & modeling (2),trust_post,0.257056566800974,1921,76.4825611660593,76.4825611660593
Measurement & modeling (2),distrust_post,0.273890003344913,1921,23.3545028630921,23.3545028630921
Measurement & modeling (2),funding_perceptions,0.639900583973904,1921,41.6892243623113,41.6892243623113
Measurement & modeling (2),policy_role_mean,0.144975771790888,1921,76.1003383654347,76.1003383654347
Measurement & modeling (2),inst_trust_mean,0.201018081334387,1921,69.8752732951588,69.8752732951588
Measurement & modeling (2),belief_post,0.342435371630775,1921,89.0614263404477,89.0614263404477
Measurement & modeling (2),concern_mean,0.150150422728324,1921,73.3923303834808,73.3923303834808
